,ricebought,cleanyard,housetype,nearstable,own_hhappliance,housesqm,own_vehicles,own_receivables,outerwall,numroom,own_jewelry,floor,ipercap,own_fininstrument_7,own_fininstrument_14
22,0.0,3.0,1.0,3.0,3.0,40.0,3.0,3.0,1.0,5.0,3.0,3.0,0.0,3.0,3.0
23,0.0,3.0,1.0,3.0,3.0,40.0,3.0,3.0,1.0,4.0,3.0,3.0,1080000.0,3.0,3.0
24,0.0,1.0,2.0,1.0,1.0,100.0,1.0,1.0,1.0,9.0,1.0,3.0,360000.0,1.0,1.0
25,4.0,3.0,6.0,3.0,3.0,12.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0
26,0.0,3.0,1.0,3.0,3.0,75.0,3.0,3.0,1.0,6.0,3.0,3.0,150000.0,3.0,3.0
30,0.5,3.0,5.0,1.0,3.0,28.0,3.0,3.0,2.0,2.0,3.0,4.0,200000.0,3.0,3.0
32,4.0,3.0,1.0,3.0,3.0,15.0,3.0,3.0,1.0,5.0,3.0,3.0,480000.0,3.0,3.0
33,5.25,3.0,1.0,3.0,1.0,35.0,1.0,3.0,1.0,5.0,3.0,3.0,0.0,3.0,3.0
34,16.0,1.0,3.0,3.0,1.0,20.0,3.0,3.0,2.0,3.0,1.0,3.0,1555555.5555555555,3.0,3.0
35,9998.98,1.0,3.0,3.0,1.0,56.0,1.0,1.0,2.0,4.0,1.0,3.0,1525000.0,3.0,1.0
36,24.0,3.0,1.0,3.0,3.0,49.0,3.0,3.0,2.0,4.0,3.0,3.0,1836363.6363636365,3.0,3.0
38,0.0,1.0,1.0,1.0,3.0,48.0,3.0,3.0,1.0,6.0,3.0,3.0,50000.0,3.0,3.0
39,8.0,1.0,1.0,3.0,1.0,48.0,1.0,1.0,2.0,5.0,1.0,3.0,4466666.666666667,1.0,1.0
40,8.0,3.0,1.0,3.0,1.0,125.0,3.0,1.0,2.0,5.0,3.0,3.0,3600000.0,3.0,3.0
41,8.0,1.0,1.0,3.0,1.0,40.0,3.0,3.0,2.0,5.0,3.0,3.0,0.0,3.0,3.0
42,0.0,1.0,1.0,3.0,1.0,120.0,1.0,3.0,2.0,5.0,1.0,4.0,944444.4444444445,3.0,3.0
43,0.0,1.0,1.0,3.0,1.0,89.0,3.0,3.0,2.0,8.0,1.0,3.0,78000000.0,3.0,3.0
44,0.0,3.0,1.0,3.0,1.0,90.0,3.0,3.0,2.0,4.0,3.0,4.0,1000000.0,3.0,3.0
45,0.0,3.0,1.0,3.0,1.0,40.0,1.0,3.0,1.0,6.0,3.0,3.0,1973000.0,3.0,3.0
46,0.0,3.0,3.0,3.0,1.0,120.0,3.0,1.0,1.0,4.0,1.0,3.0,9455555.555555556,1.0,3.0
47,0.0,1.0,2.0,3.0,1.0,15.0,1.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0
49,0.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,1.0,5.0,3.0,3.0,6660000.0,3.0,3.0
50,60.0,3.0,1.0,3.0,1.0,20.0,1.0,1.0,2.0,5.0,3.0,3.0,3600000.0,3.0,3.0
51,4.0,3.0,1.0,3.0,1.0,20.0,3.0,3.0,2.0,2.0,3.0,3.0,2250000.0,3.0,1.0
52,12.0,3.0,1.0,3.0,1.0,140.0,1.0,3.0,2.0,6.0,1.0,3.0,3666666.6666666665,3.0,3.0
53,0.0,3.0,1.0,3.0,1.0,150.0,1.0,3.0,1.0,6.0,3.0,3.0,4672222.222222222,3.0,3.0
54,0.0,1.0,5.0,3.0,3.0,48.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0
55,0.0,1.0,5.0,3.0,3.0,49.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0
56,0.0,1.0,1.0,3.0,1.0,12.0,3.0,3.0,2.0,2.0,1.0,3.0,1170666.6666666667,3.0,3.0
57,20.0,3.0,1.0,3.0,1.0,20.0,3.0,3.0,2.0,2.0,3.0,3.0,4875000.0,3.0,3.0
58,7.0,3.0,3.0,3.0,1.0,60.0,3.0,3.0,1.0,5.0,3.0,2.0,5220000.0,3.0,3.0
59,0.0,3.0,1.0,3.0,1.0,40.0,3.0,3.0,2.0,3.0,3.0,3.0,1010714.2857142857,3.0,3.0
60,8.0,3.0,1.0,1.0,1.0,40.0,1.0,3.0,2.0,2.0,1.0,2.0,4000000.0,1.0,3.0
61,0.0,1.0,1.0,3.0,1.0,160.0,3.0,3.0,1.0,5.0,3.0,3.0,300000.0,3.0,3.0
63,0.0,1.0,1.0,3.0,1.0,100.0,1.0,3.0,1.0,3.0,3.0,2.0,600000.0,3.0,3.0
64,0.0,1.0,5.0,3.0,1.0,40.0,1.0,3.0,2.0,4.0,1.0,4.0,3000000.0,1.0,3.0
66,8.0,1.0,1.0,3.0,1.0,176.0,1.0,3.0,1.0,8.0,3.0,2.0,3428571.4285714286,1.0,1.0
67,8.0,3.0,1.0,3.0,1.0,180.0,1.0,3.0,1.0,6.0,1.0,3.0,11175000.0,3.0,3.0
68,0.0,3.0,1.0,3.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0
69,0.0,3.0,2.0,3.0,1.0,9.0,1.0,3.0,1.0,1.0,3.0,1.0,4200000.0,3.0,3.0
70,16.0,3.0,1.0,3.0,1.0,30.0,3.0,3.0,1.0,5.0,3.0,1.0,880000.0,3.0,3.0
71,4.0,3.0,1.0,3.0,3.0,20.0,3.0,3.0,2.0,3.0,3.0,4.0,1216666.6666666667,3.0,3.0
72,0.0,3.0,2.0,3.0,1.0,60.0,3.0,3.0,2.0,3.0,3.0,3.0,285714.28571428574,3.0,3.0
73,0.0,1.0,1.0,3.0,1.0,150.0,3.0,3.0,1.0,5.0,1.0,1.0,11100000.0,3.0,1.0
74,0.0,3.0,1.0,3.0,1.0,96.0,1.0,3.0,1.0,7.0,3.0,3.0,3340000.0,1.0,3.0
75,20.0,1.0,1.0,3.0,1.0,96.0,3.0,1.0,1.0,5.0,1.0,3.0,4800000.0,3.0,3.0
77,0.0,1.0,1.0,3.0,1.0,77.0,3.0,3.0,2.0,7.0,3.0,4.0,171428.57142857142,3.0,3.0
78,0.0,1.0,5.0,1.0,1.0,25.0,1.0,3.0,1.0,4.0,1.0,3.0,18000000.0,3.0,3.0
79,0.0,3.0,1.0,3.0,1.0,54.0,1.0,3.0,1.0,4.0,3.0,3.0,9600000.0,3.0,3.0
80,12.0,1.0,1.0,1.0,1.0,150.0,3.0,3.0,2.0,5.0,3.0,4.0,4285714.285714285,3.0,3.0
81,16.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,1.0,5.0,3.0,3.0,2618181.8181818184,3.0,3.0
82,4.0,1.0,2.0,1.0,1.0,60.0,1.0,3.0,1.0,8.0,1.0,3.0,3750000.0,3.0,1.0
83,5.0,1.0,5.0,3.0,1.0,55.0,1.0,3.0,1.0,5.0,1.0,3.0,11400000.0,3.0,1.0
84,12.0,1.0,1.0,3.0,1.0,96.0,1.0,3.0,1.0,7.0,3.0,1.0,4500000.0,3.0,3.0
85,0.0,1.0,8.0,3.0,3.0,70.0,3.0,3.0,2.0,4.0,1.0,4.0,2380000.0,3.0,3.0
88,0.0,1.0,2.0,3.0,1.0,88.0,1.0,3.0,1.0,5.0,3.0,3.0,4237500.0,3.0,3.0
89,0.0,1.0,5.0,3.0,1.0,60.0,1.0,3.0,2.0,5.0,3.0,3.0,6240000.0,3.0,3.0
91,6.0,1.0,1.0,3.0,3.0,25.0,3.0,3.0,2.0,3.0,1.0,3.0,106666.66666666667,3.0,1.0
92,0.0,1.0,5.0,3.0,1.0,48.0,3.0,3.0,2.0,5.0,1.0,3.0,3940000.0,3.0,1.0
93,0.0,1.0,3.0,3.0,1.0,98.0,3.0,3.0,1.0,6.0,3.0,1.0,345000.0,3.0,3.0
94,0.0,1.0,1.0,1.0,1.0,30.0,3.0,3.0,2.0,4.0,1.0,6.0,42000000.0,3.0,3.0
95,2.5,3.0,1.0,1.0,3.0,49.0,3.0,3.0,2.0,2.0,3.0,6.0,562500.0,3.0,3.0
96,0.0,1.0,1.0,3.0,1.0,85.0,1.0,3.0,1.0,9.0,3.0,3.0,2000000.0,3.0,3.0
97,8.0,3.0,1.0,3.0,1.0,60.0,1.0,3.0,2.0,5.0,1.0,3.0,0.0,3.0,3.0
99,0.0,1.0,1.0,1.0,1.0,60.0,1.0,3.0,1.0,7.0,3.0,3.0,2700000.0,3.0,3.0
103,16.0,3.0,3.0,3.0,1.0,50.0,3.0,3.0,2.0,5.0,3.0,3.0,0.0,3.0,3.0
106,0.0,3.0,5.0,3.0,1.0,48.0,1.0,3.0,2.0,3.0,1.0,3.0,3600000.0,3.0,1.0
107,0.0,3.0,3.0,3.0,1.0,50.0,3.0,3.0,2.0,5.0,3.0,3.0,350000.0,3.0,3.0
108,10.0,1.0,1.0,3.0,3.0,63.0,3.0,3.0,1.0,8.0,3.0,2.0,880000.0,3.0,3.0
110,16.0,3.0,1.0,1.0,1.0,72.0,1.0,3.0,2.0,5.0,1.0,3.0,672000.0,1.0,3.0
111,50.0,1.0,1.0,1.0,1.0,80.0,1.0,3.0,2.0,5.0,3.0,3.0,250000.0,3.0,3.0
112,32.0,3.0,1.0,3.0,1.0,40.0,3.0,3.0,2.0,2.0,3.0,6.0,0.0,3.0,3.0
113,15.0,3.0,1.0,3.0,3.0,63.0,3.0,3.0,2.0,5.0,3.0,3.0,175000.0,3.0,3.0
114,30.0,1.0,1.0,3.0,1.0,63.0,3.0,1.0,1.0,7.0,3.0,3.0,1920000.0,3.0,3.0
116,16.0,1.0,1.0,1.0,1.0,160.0,1.0,3.0,1.0,9.0,1.0,3.0,5828571.428571428,3.0,3.0
117,8.0,1.0,1.0,1.0,1.0,80.0,3.0,3.0,1.0,4.0,3.0,3.0,137142.85714285713,3.0,3.0
118,30.0,3.0,1.0,1.0,1.0,40.0,3.0,3.0,1.0,2.0,3.0,3.0,5400000.0,3.0,3.0
119,53.0,3.0,1.0,3.0,1.0,64.0,3.0,3.0,3.0,3.0,3.0,3.0,901818.1818181818,3.0,3.0
120,0.0,1.0,3.0,3.0,3.0,42.0,3.0,3.0,2.0,4.0,3.0,3.0,1950000.0,3.0,3.0
122,0.0,1.0,1.0,1.0,1.0,12.0,1.0,3.0,2.0,5.0,1.0,3.0,2400000.0,1.0,1.0
123,60.0,3.0,1.0,3.0,1.0,48.0,1.0,1.0,2.0,6.0,1.0,3.0,4450000.0,3.0,1.0
125,30.0,3.0,1.0,3.0,3.0,63.0,3.0,3.0,1.0,8.0,3.0,3.0,0.0,3.0,3.0
126,16.0,3.0,1.0,1.0,3.0,25.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,3.0,3.0
128,0.0,1.0,5.0,3.0,1.0,24.0,3.0,3.0,1.0,5.0,3.0,3.0,18000000.0,3.0,3.0
129,0.0,3.0,1.0,3.0,1.0,63.0,3.0,3.0,1.0,6.0,3.0,3.0,400000.0,3.0,3.0
130,0.0,1.0,3.0,3.0,1.0,60.0,3.0,3.0,1.0,6.0,3.0,3.0,4000000.0,3.0,3.0
134,8.0,3.0,1.0,3.0,1.0,24.0,1.0,1.0,3.0,5.0,1.0,6.0,90600000.0,1.0,3.0
135,30.0,3.0,1.0,3.0,1.0,32.0,1.0,3.0,2.0,5.0,3.0,3.0,1900000.0,3.0,3.0
136,16.0,3.0,1.0,3.0,3.0,84.0,3.0,3.0,1.0,6.0,3.0,3.0,700000.0,3.0,1.0
137,0.0,3.0,1.0,3.0,1.0,60.0,1.0,3.0,1.0,4.0,1.0,3.0,13000000.0,3.0,1.0
138,0.0,1.0,1.0,3.0,1.0,80.0,1.0,3.0,2.0,5.0,1.0,3.0,2490000.0,3.0,3.0
139,0.0,1.0,1.0,1.0,3.0,70.0,1.0,3.0,2.0,3.0,3.0,3.0,3000000.0,1.0,3.0
140,16.0,1.0,1.0,3.0,1.0,53.0,3.0,3.0,2.0,5.0,3.0,3.0,416666.6666666667,1.0,3.0
141,16.0,1.0,1.0,3.0,3.0,53.0,3.0,3.0,2.0,6.0,3.0,3.0,300000.0,3.0,3.0
142,30.0,3.0,1.0,3.0,3.0,40.0,3.0,3.0,2.0,5.0,3.0,3.0,2383333.3333333335,3.0,3.0
143,0.0,1.0,1.0,3.0,3.0,75.0,3.0,3.0,1.0,8.0,3.0,1.0,1200000.0,3.0,1.0
144,30.0,3.0,5.0,3.0,3.0,90.0,3.0,3.0,2.0,3.0,3.0,3.0,1500000.0,3.0,3.0
145,0.0,1.0,5.0,3.0,3.0,18.0,3.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0
146,1.5,1.0,1.0,3.0,1.0,42.0,3.0,3.0,2.0,4.0,3.0,3.0,1550000.0,3.0,3.0
147,0.0,1.0,1.0,3.0,1.0,42.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,3.0,3.0
152,0.0,1.0,1.0,3.0,1.0,180.0,3.0,3.0,1.0,10.0,3.0,3.0,1140000.0,3.0,3.0
154,2.0,1.0,1.0,3.0,1.0,80.0,1.0,1.0,2.0,6.0,3.0,2.0,5000000.0,3.0,1.0
155,7.0,3.0,5.0,3.0,3.0,50.0,3.0,3.0,1.0,5.0,3.0,3.0,800000.0,3.0,3.0
156,0.0,1.0,3.0,3.0,1.0,48.0,1.0,1.0,2.0,5.0,1.0,3.0,2400000.0,3.0,1.0
157,0.0,1.0,1.0,3.0,3.0,42.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0
158,10.0,1.0,1.0,3.0,1.0,72.0,1.0,1.0,1.0,6.0,1.0,3.0,9000000.0,3.0,3.0
159,0.0,1.0,1.0,3.0,1.0,36.0,1.0,3.0,2.0,5.0,3.0,3.0,3200000.0,3.0,3.0
160,10.0,1.0,2.0,3.0,1.0,84.0,1.0,3.0,1.0,6.0,1.0,3.0,3488888.888888889,3.0,3.0
161,10.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,2.0,4.0,1.0,3.0,5200000.0,1.0,1.0
162,5.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,1.0,7.0,1.0,1.0,4800000.0,1.0,1.0
163,7.0,3.0,1.0,3.0,1.0,14.0,3.0,3.0,1.0,4.0,3.0,3.0,3295000.0,3.0,3.0
164,10.5,3.0,2.0,3.0,1.0,100.0,1.0,3.0,2.0,6.0,3.0,3.0,3857142.8571428573,3.0,3.0
165,10.0,1.0,1.0,1.0,3.0,48.0,1.0,3.0,2.0,4.0,1.0,3.0,800000.0,1.0,1.0
166,7.0,3.0,1.0,3.0,3.0,11.0,3.0,3.0,2.0,3.0,1.0,6.0,1866666.6666666667,3.0,3.0
167,0.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,1.0,3.0,3.0,1300000.0,3.0,3.0
168,10.0,1.0,2.0,3.0,1.0,84.0,3.0,3.0,1.0,6.0,1.0,3.0,1866666.6666666667,1.0,3.0
169,0.0,3.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,5.0,3.0,3.0,504545.45454545453,3.0,1.0
170,0.0,1.0,1.0,3.0,1.0,63.0,1.0,3.0,1.0,5.0,1.0,3.0,5280000.0,1.0,1.0
171,15.0,1.0,1.0,3.0,1.0,35.0,1.0,3.0,3.0,5.0,3.0,3.0,1728000.0,3.0,3.0
172,5.0,1.0,1.0,3.0,1.0,56.0,3.0,3.0,2.0,6.0,3.0,3.0,525000.0,3.0,3.0
173,0.0,1.0,1.0,3.0,1.0,9.0,3.0,3.0,2.0,2.0,1.0,3.0,4000000.0,3.0,1.0
174,7.0,1.0,1.0,3.0,3.0,56.0,3.0,3.0,2.0,6.0,1.0,3.0,9000000.0,3.0,3.0
175,2.0,1.0,1.0,3.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,2033333.3333333333,3.0,3.0
176,0.0,1.0,3.0,1.0,1.0,36.0,1.0,3.0,1.0,5.0,1.0,3.0,11166666.666666666,1.0,1.0
177,60.0,1.0,1.0,1.0,1.0,60.0,1.0,3.0,2.0,6.0,3.0,3.0,1428571.4285714286,3.0,3.0
178,10.0,1.0,1.0,3.0,1.0,72.0,1.0,3.0,2.0,6.0,3.0,3.0,1920000.0,3.0,1.0
179,2.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,4.0,3.0,3.0,1200000.0,3.0,3.0
180,0.0,1.0,1.0,3.0,1.0,130.0,3.0,3.0,1.0,7.0,3.0,1.0,3600000.0,3.0,1.0
181,0.0,1.0,1.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,12200000.0,1.0,1.0
182,9.0,3.0,3.0,3.0,1.0,35.0,1.0,3.0,1.0,4.0,3.0,3.0,1000000.0,3.0,3.0
183,0.0,1.0,6.0,3.0,1.0,75.0,3.0,3.0,2.0,5.0,3.0,3.0,0.0,3.0,3.0
184,0.0,1.0,1.0,3.0,1.0,150.0,1.0,3.0,2.0,4.0,1.0,3.0,3600000.0,1.0,3.0
185,16.0,1.0,5.0,1.0,1.0,36.0,1.0,3.0,1.0,5.0,3.0,3.0,3052500.0,1.0,3.0
187,5.0,3.0,1.0,3.0,1.0,160.0,3.0,3.0,2.0,7.0,3.0,3.0,1230000.0,3.0,3.0
188,15.0,1.0,1.0,1.0,1.0,72.0,1.0,3.0,3.0,3.0,1.0,6.0,1466666.6666666667,3.0,3.0
189,18.0,1.0,1.0,3.0,1.0,42.0,1.0,3.0,3.0,3.0,1.0,6.0,666666.6666666666,3.0,3.0
190,0.0,1.0,3.0,3.0,1.0,36.0,1.0,3.0,1.0,5.0,1.0,2.0,4681714.285714285,3.0,3.0
191,0.0,1.0,3.0,3.0,1.0,40.0,3.0,3.0,1.0,5.0,1.0,3.0,2100000.0,3.0,1.0
192,9.0,1.0,1.0,3.0,1.0,32.0,1.0,3.0,2.0,5.0,3.0,3.0,4380000.0,3.0,1.0
193,0.0,1.0,5.0,3.0,1.0,10.0,1.0,3.0,2.0,1.0,3.0,4.0,8926000.0,3.0,3.0
194,0.0,1.0,1.0,3.0,1.0,54.0,1.0,1.0,1.0,5.0,1.0,3.0,4233333.333333333,3.0,3.0
195,0.0,1.0,3.0,1.0,1.0,60.0,1.0,3.0,1.0,6.0,3.0,3.0,2800000.0,3.0,3.0
196,0.0,3.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,5.0,1.0,3.0,4192500.0,3.0,3.0
197,0.0,1.0,5.0,3.0,1.0,65.0,1.0,3.0,2.0,7.0,3.0,3.0,2680000.0,3.0,3.0
198,4.5,1.0,1.0,3.0,1.0,32.0,1.0,1.0,1.0,3.0,3.0,3.0,2400000.0,3.0,1.0
199,0.0,1.0,1.0,3.0,1.0,55.0,3.0,3.0,2.0,6.0,1.0,3.0,4000000.0,1.0,3.0
200,0.0,1.0,5.0,3.0,1.0,65.0,1.0,3.0,2.0,6.0,3.0,3.0,4400000.0,3.0,3.0
201,7.0,1.0,1.0,3.0,1.0,40.0,1.0,3.0,1.0,6.0,3.0,3.0,2000000.0,3.0,1.0
202,0.0,3.0,5.0,3.0,1.0,24.0,3.0,3.0,1.0,5.0,3.0,3.0,0.0,1.0,1.0
203,0.0,1.0,1.0,3.0,1.0,63.0,1.0,3.0,2.0,5.0,1.0,3.0,3885714.285714286,3.0,3.0
204,3.0,1.0,1.0,3.0,1.0,50.0,3.0,3.0,2.0,3.0,3.0,4.0,2500000.0,3.0,3.0
205,0.0,1.0,5.0,3.0,3.0,12.0,3.0,3.0,1.0,1.0,3.0,3.0,7200000.0,3.0,3.0
206,4.0,1.0,1.0,3.0,1.0,42.0,1.0,3.0,1.0,5.0,3.0,3.0,2520000.0,3.0,1.0
207,0.0,1.0,1.0,3.0,3.0,60.0,3.0,3.0,1.0,6.0,1.0,3.0,2000000.0,3.0,3.0
208,0.0,1.0,1.0,3.0,1.0,63.0,1.0,3.0,2.0,6.0,1.0,3.0,3800000.0,3.0,1.0
210,30.0,1.0,5.0,3.0,1.0,42.0,1.0,1.0,2.0,5.0,1.0,3.0,1000000.0,3.0,3.0
212,10.0,1.0,3.0,3.0,1.0,82.0,1.0,3.0,2.0,4.0,3.0,3.0,2850000.0,3.0,3.0
213,10.0,1.0,3.0,3.0,1.0,250.0,3.0,1.0,1.0,8.0,1.0,3.0,2100000.0,1.0,3.0
214,0.0,1.0,1.0,3.0,1.0,342.0,1.0,3.0,2.0,5.0,1.0,3.0,5712666.666666667,1.0,1.0
215,7.0,3.0,1.0,3.0,1.0,36.0,1.0,3.0,1.0,5.0,3.0,3.0,0.0,3.0,1.0
216,0.0,3.0,3.0,3.0,1.0,42.0,3.0,3.0,1.0,5.0,3.0,2.0,5600000.0,3.0,3.0
217,0.0,1.0,3.0,3.0,1.0,180.0,1.0,3.0,1.0,6.0,1.0,3.0,2900000.0,3.0,3.0
218,0.0,1.0,3.0,3.0,1.0,55.0,1.0,3.0,2.0,6.0,3.0,3.0,2061333.3333333333,3.0,3.0
219,0.0,1.0,3.0,3.0,1.0,40.0,1.0,3.0,1.0,5.0,1.0,3.0,2400000.0,3.0,1.0
221,16.0,3.0,3.0,3.0,1.0,30.0,3.0,3.0,2.0,3.0,3.0,4.0,572000.0,3.0,3.0
223,0.0,1.0,5.0,3.0,1.0,54.0,1.0,3.0,1.0,5.0,3.0,3.0,2629714.285714286,1.0,3.0
224,10.5,3.0,1.0,3.0,1.0,20.0,3.0,3.0,1.0,5.0,1.0,3.0,900000.0,3.0,3.0
225,0.0,3.0,1.0,3.0,1.0,42.0,1.0,3.0,1.0,5.0,3.0,3.0,1440000.0,3.0,3.0
226,3.9,3.0,100.0,3.0,1.0,15.0,3.0,3.0,1.0,3.0,3.0,3.0,3748000.0,3.0,3.0
228,0.0,1.0,1.0,3.0,1.0,24.0,3.0,3.0,2.0,4.0,3.0,4.0,100000.0,3.0,3.0
229,0.0,3.0,1.0,1.0,3.0,81.0,3.0,3.0,2.0,3.0,1.0,4.0,2940000.0,3.0,3.0
230,0.0,3.0,1.0,3.0,1.0,90.0,3.0,3.0,2.0,4.0,3.0,6.0,400000.0,3.0,3.0
231,0.0,3.0,1.0,1.0,1.0,63.0,3.0,3.0,2.0,6.0,3.0,3.0,1116666.6666666667,3.0,3.0
232,0.0,3.0,1.0,1.0,1.0,88.0,3.0,3.0,2.0,5.0,3.0,4.0,625000.0,3.0,3.0
233,1.0,3.0,1.0,1.0,1.0,63.0,3.0,3.0,2.0,5.0,3.0,6.0,1600000.0,3.0,3.0
235,0.0,1.0,1.0,3.0,3.0,85.0,3.0,3.0,2.0,7.0,3.0,3.0,666666.6666666666,3.0,3.0
236,10.0,1.0,1.0,3.0,1.0,80.0,3.0,3.0,2.0,7.0,3.0,3.0,2250000.0,3.0,3.0
237,0.0,1.0,1.0,3.0,3.0,12.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,3.0
238,0.0,1.0,8.0,3.0,3.0,75.0,3.0,3.0,2.0,4.0,1.0,4.0,0.0,3.0,3.0
239,10.0,1.0,1.0,3.0,1.0,48.0,1.0,3.0,2.0,3.0,1.0,3.0,5000000.0,3.0,3.0
240,0.0,1.0,1.0,3.0,3.0,15.0,3.0,3.0,1.0,7.0,3.0,1.0,4000000.0,1.0,1.0
242,0.0,3.0,1.0,3.0,1.0,65.0,3.0,3.0,3.0,4.0,1.0,6.0,800000.0,3.0,3.0
243,0.0,1.0,1.0,1.0,3.0,24.0,3.0,3.0,2.0,4.0,3.0,4.0,1800000.0,3.0,1.0
244,0.0,1.0,1.0,3.0,1.0,72.0,3.0,3.0,2.0,6.0,3.0,4.0,250000.0,3.0,3.0
245,0.0,3.0,1.0,1.0,3.0,30.0,3.0,3.0,2.0,4.0,3.0,4.0,440000.0,3.0,3.0
246,0.0,1.0,1.0,1.0,1.0,48.0,3.0,3.0,2.0,4.0,3.0,4.0,171428.57142857142,3.0,3.0
249,0.0,1.0,1.0,1.0,1.0,64.0,1.0,3.0,2.0,5.0,3.0,4.0,4754880.0,3.0,1.0
250,0.0,3.0,5.0,3.0,1.0,42.0,3.0,3.0,1.0,1.0,3.0,3.0,133333.33333333334,3.0,3.0
251,0.0,1.0,2.0,3.0,3.0,9.0,3.0,3.0,1.0,1.0,1.0,1.0,6000000.0,3.0,3.0
252,8.0,1.0,1.0,3.0,1.0,55.0,3.0,3.0,2.0,6.0,3.0,3.0,1833333.3333333333,3.0,3.0
253,9.0,3.0,1.0,1.0,1.0,40.0,3.0,3.0,2.0,6.0,3.0,3.0,1012857.1428571428,3.0,3.0
254,0.0,1.0,1.0,1.0,3.0,18.0,3.0,3.0,1.0,5.0,1.0,3.0,0.0,3.0,1.0
255,0.0,3.0,1.0,3.0,1.0,300.0,3.0,3.0,2.0,5.0,3.0,3.0,1033333.3333333334,3.0,3.0
256,20.0,1.0,1.0,3.0,1.0,200.0,3.0,1.0,1.0,7.0,3.0,3.0,3900000.0,1.0,1.0
258,0.0,1.0,1.0,1.0,1.0,60.0,3.0,3.0,2.0,4.0,3.0,3.0,342857.14285714284,3.0,3.0
259,15.0,1.0,1.0,1.0,1.0,24.0,3.0,3.0,2.0,3.0,3.0,3.0,600000.0,1.0,3.0
260,0.0,1.0,3.0,3.0,1.0,12.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0
261,0.0,1.0,1.0,1.0,1.0,60.0,3.0,3.0,2.0,4.0,3.0,4.0,1954000.0,3.0,3.0
263,0.0,1.0,1.0,3.0,1.0,18.0,3.0,3.0,3.0,4.0,3.0,3.0,400000.0,3.0,3.0
264,0.0,1.0,1.0,3.0,1.0,85.0,3.0,3.0,2.0,7.0,3.0,3.0,9200000.0,3.0,3.0
265,0.0,3.0,1.0,1.0,3.0,55.0,3.0,3.0,2.0,4.0,3.0,4.0,1000000.0,3.0,3.0
266,7.5,1.0,1.0,3.0,3.0,30.0,3.0,3.0,2.0,1.0,3.0,4.0,2400000.0,3.0,1.0
268,0.0,3.0,1.0,1.0,3.0,18.0,3.0,3.0,2.0,3.0,3.0,6.0,480000.0,3.0,3.0
269,0.0,1.0,1.0,1.0,3.0,12.0,3.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0
270,0.0,3.0,1.0,1.0,3.0,24.0,3.0,3.0,2.0,1.0,3.0,4.0,16666.666666666668,3.0,3.0
271,10.5,1.0,1.0,1.0,1.0,62.0,3.0,1.0,2.0,4.0,3.0,3.0,311428.5714285714,1.0,3.0
273,14.0,1.0,1.0,1.0,3.0,30.0,3.0,3.0,2.0,2.0,3.0,3.0,5033333.333333333,3.0,3.0
275,0.0,1.0,1.0,1.0,1.0,128.0,1.0,3.0,1.0,6.0,1.0,3.0,6000000.0,1.0,3.0
276,6.0,1.0,1.0,3.0,1.0,65.0,3.0,1.0,1.0,5.0,1.0,4.0,6400000.0,1.0,1.0
277,0.0,1.0,1.0,3.0,3.0,200.0,3.0,3.0,1.0,4.0,1.0,1.0,1500000.0,1.0,1.0
278,3.0,1.0,1.0,3.0,1.0,63.0,3.0,3.0,1.0,6.0,3.0,1.0,5266666.666666667,1.0,3.0
279,7.0,1.0,1.0,1.0,1.0,42.0,3.0,3.0,1.0,5.0,1.0,3.0,1050000.0,3.0,1.0
280,0.0,3.0,1.0,1.0,1.0,30.0,3.0,3.0,2.0,5.0,1.0,3.0,1625000.0,1.0,3.0
281,10.0,1.0,1.0,1.0,1.0,45.0,1.0,3.0,1.0,8.0,1.0,3.0,2007142.857142857,3.0,3.0
282,30.0,1.0,5.0,3.0,1.0,20.0,1.0,3.0,1.0,5.0,1.0,3.0,5895000.0,1.0,3.0
283,0.0,1.0,1.0,1.0,1.0,56.0,1.0,3.0,3.0,3.0,3.0,6.0,3450000.0,3.0,3.0
