,housetype,waste,trash,stagnantwater,nearstable,ventilation,cleanyard,mediumyard,kitchenoutside,sharebedkitch,numroom,floor,outerwall,roof,housesqm,own_house,own_otherbuilding,own_land,own_livestock,own_poultry,own_tanamankeras,own_vehicles,own_hhappliance,own_fininstrument_7,own_receivables,own_jewelry,own_others,ricebought,ipercap,own_fininstrument_14
135,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,32.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,30.0,1900000.0,3.0
136,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,84.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,700000.0,1.0
137,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,60.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,13000000.0,1.0
138,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,80.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2490000.0,3.0
139,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,70.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,3000000.0,3.0
140,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,53.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,16.0,416666.6666666667,3.0
141,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,53.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,300000.0,3.0
142,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,40.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0,2383333.3333333335,3.0
143,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,8.0,1.0,1.0,3.0,75.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1200000.0,1.0
144,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,90.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,30.0,1500000.0,3.0
145,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0
146,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,42.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.5,1550000.0,3.0
147,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,42.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0
148,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,2.0,3.0,100.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,,700000.0,3.0
152,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,10.0,3.0,1.0,3.0,180.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1140000.0,3.0
153,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,1.0,3.0,160.0,,,,,,,,,,,,,,0.0,3.0
154,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,3.0,80.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,5000000.0,1.0
155,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,50.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,800000.0,3.0
156,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,48.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2400000.0,1.0
157,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,42.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0
158,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,72.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,10.0,9000000.0,3.0
159,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,3200000.0,3.0
160,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,84.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,10.0,3488888.888888889,3.0
161,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,64.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,5200000.0,1.0
162,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,80.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,4800000.0,1.0
163,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,14.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,7.0,3295000.0,3.0
164,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,100.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.5,3857142.8571428573,3.0
165,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,48.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,10.0,800000.0,1.0
166,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,6.0,2.0,3.0,11.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,1866666.6666666667,3.0
167,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1300000.0,3.0
168,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,84.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,10.0,1866666.6666666667,3.0
169,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,48.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,504545.45454545453,1.0
170,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,63.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,5280000.0,1.0
171,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,35.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,15.0,1728000.0,3.0
172,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,56.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,525000.0,3.0
173,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,4000000.0,1.0
174,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,56.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,9000000.0,3.0
175,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2033333.3333333333,3.0
176,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,11166666.666666666,1.0
177,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,60.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,60.0,1428571.4285714286,3.0
178,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,1920000.0,1.0
179,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,48.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1200000.0,3.0
180,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,3.0,130.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,3600000.0,1.0
181,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,100.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,12200000.0,1.0
182,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,35.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,1000000.0,3.0
183,6.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,75.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0
184,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,150.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,3600000.0,3.0
185,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,36.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,16.0,3052500.0,3.0
187,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0,2.0,4.0,160.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,1230000.0,3.0
188,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,4.0,72.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,15.0,1466666.6666666667,3.0
189,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,3.0,4.0,42.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,18.0,666666.6666666666,3.0
190,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,36.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,4681714.285714285,3.0
191,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,40.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,2100000.0,1.0
192,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,32.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,4380000.0,1.0
193,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,8926000.0,3.0
194,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,54.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,4233333.333333333,3.0
195,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,60.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,2800000.0,3.0
196,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,48.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,4192500.0,3.0
197,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,3.0,65.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,2680000.0,3.0
198,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,32.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.5,2400000.0,1.0
199,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,55.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,4000000.0,3.0
200,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,65.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,4400000.0,3.0
201,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,40.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,2000000.0,1.0
202,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0
203,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,63.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3885714.285714286,3.0
204,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,50.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2500000.0,3.0
205,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,7200000.0,3.0
206,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2520000.0,1.0
207,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,2.0,60.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2000000.0,3.0
208,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,63.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3800000.0,1.0
210,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,30.0,1000000.0,3.0
212,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,82.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,10.0,2850000.0,3.0
213,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,8.0,3.0,1.0,3.0,250.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,10.0,2100000.0,3.0
214,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,342.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,5712666.666666667,1.0
215,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,0.0,1.0
216,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0,3.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,5600000.0,3.0
217,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,3.0,180.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2900000.0,3.0
218,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,55.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,2061333.3333333333,3.0
219,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,40.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,2400000.0,1.0
221,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,30.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,16.0,572000.0,3.0
223,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,54.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,2629714.285714286,3.0
224,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,10.5,900000.0,3.0
225,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,42.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,1440000.0,3.0
226,100.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.9,3748000.0,3.0
228,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,100000.0,3.0
229,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,81.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,2940000.0,3.0
230,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,6.0,2.0,3.0,90.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,400000.0,3.0
231,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,2.0,3.0,63.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1116666.6666666667,3.0
232,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,3.0,88.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,625000.0,3.0
233,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,6.0,2.0,3.0,63.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1600000.0,3.0
235,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,2.0,3.0,85.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,666666.6666666666,3.0
236,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,2.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,10.0,2250000.0,3.0
237,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0
238,8.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,75.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0
239,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,48.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,10.0,5000000.0,3.0
240,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,1.0,1.0,3.0,15.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,4000000.0,1.0
242,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,6.0,3.0,100.0,65.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,0.0,800000.0,3.0
243,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,24.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1800000.0,1.0
244,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,3.0,72.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,250000.0,3.0
245,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,30.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,440000.0,3.0
246,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,48.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,171428.57142857142,3.0
249,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,5.0,4.0,2.0,3.0,64.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,4754880.0,1.0
250,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,133333.33333333334,3.0
251,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,6000000.0,3.0
252,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,55.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,8.0,1833333.3333333333,3.0
253,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,6.0,3.0,2.0,3.0,40.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,9.0,1012857.1428571428,3.0
254,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0
255,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,300.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1033333.3333333334,3.0
256,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,7.0,3.0,1.0,3.0,200.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,20.0,3900000.0,1.0
258,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,60.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,342857.14285714284,3.0
259,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,24.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,15.0,600000.0,3.0
